detection_time,magnitude,Houang&Beroza_(TM),Yoon_(FAST),Horton_(STA/LTA),Ogwary_(STA/LTA),Mousavi_(CRED)
2010-08-02T11:12:33.020000Z,-0.55876,1,1,0,0,0
2010-08-02T11:17:06.770000Z,-0.40002,1,1,0,0,0
2010-08-02T11:18:33.790000Z,-1.20685,1,1,0,0,0
2010-08-02T11:19:37.040000Z,-0.38298,1,1,0,0,0
2010-08-02T11:19:49.470000Z,-0.3183,1,1,0,0,0
2010-08-02T11:19:57.180000Z,-0.54804,1,1,0,0,0
2010-08-02T11:24:58.560000Z,-0.8162,1,1,0,0,0
2010-08-02T11:26:59.130000Z,-0.07145,1,1,0,0,0
2010-08-02T11:27:02.190000Z,-0.54511,1,0,0,0,0
2010-08-02T11:28:48.040000Z,-0.39018,1,1,0,0,0
2010-08-02T11:32:06.250000Z,-0.25253,1,1,0,0,0
2010-08-02T11:32:27.020000Z,-0.2532,1,1,0,0,0
2010-08-02T11:33:40.420000Z,-0.32253,1,1,0,0,0
2010-08-02T11:36:14.490000Z,-0.17164,1,1,0,0,0
2010-08-02T11:36:37.810000Z,-0.19325,1,1,0,0,0
2010-08-02T11:37:55.820000Z,-0.00746,1,1,0,0,0
2010-08-02T11:38:49.380000Z,0.6689,1,1,0,0,0
2010-08-02T11:39:20.450000Z,-0.06366,1,1,0,0,0
2010-08-02T11:39:38.570000Z,-0.10565,1,1,0,0,0
2010-08-02T11:44:04.360000Z,-0.41215,1,1,0,0,0
2010-08-02T11:54:26.560000Z,-0.03102,1,1,0,0,0
2010-08-02T11:54:52.250000Z,-0.66035,1,0,0,0,0
2010-08-02T11:54:59.500000Z,0.26353,1,1,0,0,0
2010-08-02T11:55:16.130000Z,-0.39312,1,1,0,0,0
2010-08-02T11:58:13.750000Z,-0.35643,1,1,0,0,0
2010-08-02T12:03:21.080000Z,0.13429,1,1,0,0,0
2010-08-02T12:04:36.580000Z,-0.30212,1,1,0,0,0
2010-08-02T12:05:33.780000Z,-0.32665,1,0,0,0,0
2010-08-02T12:06:32.150000Z,-0.43902,1,1,0,0,1
2010-08-02T12:13:24.050000Z,0.22272,1,1,0,0,0
2010-08-02T12:15:31.920000Z,0.20234,1,1,0,0,0
2010-08-02T12:18:47.370000Z,-0.35104,1,1,0,0,0
2010-08-02T12:24:42.570000Z,-0.35113,1,1,0,0,1
2010-08-02T12:27:29.200000Z,-0.66442,0,1,0,0,0
2010-08-02T12:27:35.130000Z,-0.8622,1,1,0,0,0
2010-08-02T12:27:36.100000Z,0.00261,0,1,0,0,0
2010-08-02T12:28:17.260000Z,-0.01014,1,1,0,0,0
2010-08-02T12:29:35.770000Z,-0.12561,1,1,0,0,0
2010-08-02T12:31:22.890000Z,-0.26648,1,1,0,0,0
2010-08-02T12:34:06.420000Z,0.13591,1,1,0,0,0
2010-08-02T12:34:17.100000Z,-0.39876,1,1,0,0,1
2010-08-02T12:41:39.220000Z,-0.38621,1,1,0,0,0
2010-08-02T12:42:24.370000Z,0.55664,1,1,0,0,0
2010-08-02T12:45:02.380000Z,0.27392,1,1,0,0,1
2010-08-02T12:45:14.310000Z,-0.51257,1,1,0,0,0
2010-08-02T12:51:31.400000Z,-0.82361,1,0,0,0,0
2010-08-02T12:51:36.760000Z,-0.21824,1,1,0,0,0
2010-08-02T12:55:46.230000Z,-0.23073,1,1,0,0,1
2010-08-02T12:57:38.750000Z,0.05948,1,1,0,0,0
2010-08-02T13:14:35.980000Z,-0.00135,1,1,0,0,0
2010-08-02T13:20:22.180000Z,-0.74311,1,1,0,0,1
2010-08-02T13:22:29.420000Z,-0.09085,1,1,0,0,0
2010-08-02T13:22:35.190000Z,-1.06119,1,1,0,0,0
2010-08-02T13:24:26.660000Z,0.0452,1,1,0,0,0
2010-08-02T13:32:23.130000Z,0.54278,1,1,0,0,0
2010-08-02T13:33:18.680000Z,-0.04303,1,1,0,0,1
2010-08-02T13:45:54.420000Z,-0.03795,1,0,0,0,1
2010-08-02T13:48:46.240000Z,-0.66659,1,0,0,0,1
2010-08-02T13:50:16.810000Z,0.09386,1,1,0,0,1
2010-08-02T13:52:21.670000Z,-0.78629,1,0,0,0,0
2010-08-02T13:53:32.670000Z,-0.1574,1,0,0,0,0
2010-08-02T13:58:12.540000Z,0.976,1,1,0,0,1
2010-08-02T14:21:34.740000Z,-0.48747,1,1,0,0,0
2010-08-02T14:21:53.380000Z,-0.36068,1,1,0,0,0
2010-08-02T14:22:34.320000Z,-0.21348,1,1,0,0,0
2010-08-02T14:23:38.130000Z,-0.83292,1,1,0,0,0
2010-08-02T14:26:59.430000Z,-0.11608,1,1,0,0,1
2010-08-02T14:29:00.590000Z,0.07608,1,1,0,0,0
2010-08-02T14:37:50.970000Z,-1.03413,1,1,0,0,1
2010-08-02T14:42:52.280000Z,0.07597,1,1,0,0,0
2010-08-02T14:45:59.010000Z,0.1203,1,1,0,0,1
2010-08-02T14:53:50.000000Z,-0.0089,1,1,0,0,0
2010-08-02T14:56:24.450000Z,0.0177,1,1,0,0,0
2010-08-02T15:12:35.120000Z,1.00723,1,1,0,0,1
2010-08-02T15:42:51.610000Z,0.0617,1,1,0,0,0
2010-08-02T15:51:42.880000Z,-0.51978,1,1,0,0,0
2010-08-02T15:54:40.780000Z,0.02468,1,1,0,0,0
2010-08-02T16:01:41.370000Z,0.27798,1,1,0,0,0
2010-08-02T16:06:40.940000Z,-0.40826,1,1,0,0,0
2010-08-02T16:06:56.050000Z,-0.43544,1,1,0,0,0
2010-08-02T16:13:54.300000Z,0.12265,1,1,0,0,0
2010-08-02T16:18:13.850000Z,-0.7071,1,1,0,0,1
2010-08-02T16:20:49.800000Z,-0.24446,1,1,0,0,1
2010-08-02T16:31:27.270000Z,-0.47496,1,1,0,0,0
2010-08-02T16:36:09.660000Z,-0.37185,1,1,0,0,0
2010-08-02T16:37:34.790000Z,-0.03946,1,1,0,0,0
2010-08-02T16:40:40.020000Z,0.1281,1,1,0,0,0
2010-08-02T16:42:17.860000Z,-0.18605,1,1,0,0,1
2010-08-02T16:42:25.350000Z,0.69358,1,1,0,0,0
2010-08-02T16:43:18.560000Z,0.06343,1,1,0,0,0
2010-08-02T16:43:27.200000Z,-0.64726,1,1,0,0,1
2010-08-02T16:57:00.370000Z,0.35558,1,1,0,0,0
2010-08-02T16:57:06.060000Z,-0.04526,1,1,0,0,0
2010-08-02T16:57:47.810000Z,1.03326,1,1,1,0,1
2010-08-02T17:00:26.990000Z,-0.16984,1,1,0,0,0
2010-08-02T17:01:39.620000Z,-0.11084,1,1,0,0,0
2010-08-02T17:04:08.450000Z,-0.39309,1,1,0,0,1
2010-08-02T17:04:17.510000Z,0.22402,1,1,0,0,0
2010-08-02T17:12:25.180000Z,0.09638,1,1,0,0,0
2010-08-02T17:25:31.180000Z,-0.25259,1,1,0,0,0
2010-08-02T17:30:47.280000Z,-0.13439,1,1,0,0,1
2010-08-02T17:53:32.840000Z,0.18354,1,1,0,0,0
2010-08-02T17:54:15.290000Z,0.18144,1,1,0,0,0
2010-08-02T18:02:01.030000Z,-0.73021,1,1,0,0,1
2010-08-02T18:10:43.880000Z,0.16272,1,1,0,0,1
2010-08-02T18:13:49.000000Z,0.20581,1,1,0,0,0
2010-08-02T18:21:33.250000Z,0.8398,1,1,0,0,0
2010-08-02T18:35:59.010000Z,-0.54212,1,1,0,0,0
2010-08-02T18:37:59.830000Z,-0.38559,1,1,0,0,0
2010-08-02T18:38:36.480000Z,0.5416,1,1,0,0,0
2010-08-02T18:38:55.340000Z,-0.26044,1,1,0,0,0
2010-08-02T18:42:30.660000Z,-0.18073,1,1,0,0,0
2010-08-02T18:42:41.390000Z,-0.10297,1,1,0,0,0
2010-08-02T19:01:13.140000Z,-0.05117,1,1,0,0,0
2010-08-02T19:05:22.230000Z,-0.29918,1,1,0,0,1
2010-08-02T19:07:43.150000Z,-0.1974,1,1,0,0,1
2010-08-02T19:36:14.010000Z,-0.45198,1,1,0,0,1
2010-08-02T19:37:37.470000Z,0.08334,1,1,0,0,0
2010-08-02T19:38:39.760000Z,0.5706,1,1,0,0,0
2010-08-02T19:39:14.840000Z,-0.15934,1,0,0,0,0
2010-08-02T19:48:13.900000Z,0.47795,1,1,0,0,0
2010-08-02T19:52:24.190000Z,-0.03536,1,1,0,0,0
2010-08-02T19:58:23.610000Z,0.29597,1,1,0,0,0
2010-08-02T20:49:40.060000Z,-0.5188,1,1,0,0,0
2010-08-02T21:18:36.570000Z,-0.27694,1,1,0,0,0
2010-08-02T21:24:29.740000Z,0.19293,1,1,0,0,0
2010-08-02T21:40:08.750000Z,0.27928,1,1,0,0,0
2010-08-02T21:42:07.240000Z,0.33305,1,1,0,0,0
2010-08-02T21:53:45.930000Z,0.10547,1,1,0,0,0
2010-08-02T22:26:17.350000Z,0.29134,1,1,0,0,0
2010-08-02T22:40:46.550000Z,-0.65399,1,0,0,0,0
2010-08-02T22:46:24.170000Z,-0.0783,1,1,0,0,1
2010-08-02T22:52:54.510000Z,-0.77513,1,1,0,0,0
2010-08-02T23:05:45.900000Z,-0.41348,1,1,0,0,0
2010-08-02T23:13:35.670000Z,-0.45002,1,0,0,0,0
2010-08-02T23:33:42.370000Z,0.5561,1,1,1,0,1
2010-08-02T23:40:41.700000Z,-0.69214,1,1,0,0,0
2010-08-02T23:42:12.730000Z,0.049,1,1,0,0,0
2010-08-02T23:55:43.650000Z,0.19842,1,1,0,0,0
2010-08-03T00:08:23.620000Z,0.1453,1,1,0,0,0
2010-08-03T00:12:43.400000Z,-0.51588,1,1,0,0,0
2010-08-03T00:15:52.100000Z,-0.16125,1,1,0,0,0
2010-08-03T00:16:57.630000Z,-0.3355,1,1,0,0,1
2010-08-03T00:24:33.250000Z,-0.49945,1,1,0,0,0
2010-08-03T00:45:40.280000Z,-0.30174,1,1,0,0,0
2010-08-03T00:47:26.380000Z,-0.59112,1,1,0,0,0
2010-08-03T01:28:20.150000Z,-0.38864,1,1,0,0,0
2010-08-03T01:33:18.260000Z,-0.47802,1,1,0,0,0
2010-08-03T01:35:51.570000Z,-0.045,1,1,0,0,0
2010-08-03T01:55:49.670000Z,-0.08587,1,1,0,0,0
2010-08-03T01:56:20.750000Z,0.27662,1,1,0,0,0
2010-08-03T02:03:29.750000Z,-0.13537,1,1,0,0,1
2010-08-03T02:05:41.020000Z,0.33294,1,0,0,0,0
2010-08-03T02:15:22.480000Z,-0.74176,1,0,0,0,0
2010-08-03T02:18:03.990000Z,-0.26291,1,1,0,0,1
2010-08-03T02:26:28.460000Z,-0.61342,1,1,0,0,0
2010-08-03T02:33:29.100000Z,-0.23445,1,1,0,0,1
2010-08-03T02:42:07.680000Z,0.03742,1,1,0,0,0
2010-08-03T02:48:12.390000Z,-0.24931,1,1,0,0,0
2010-08-03T03:13:49.740000Z,-0.37547,1,1,0,0,0
2010-08-03T03:30:54.870000Z,-0.32378,1,1,0,0,0
2010-08-03T03:44:37.780000Z,-0.14386,1,1,0,0,0
2010-08-03T03:48:19.370000Z,-0.58453,1,1,0,0,0
2010-08-03T04:00:26.880000Z,-0.58253,1,1,0,0,0
2010-08-03T04:04:00.880000Z,-0.17813,1,1,0,0,0
2010-08-03T04:26:53.450000Z,-0.00426,1,1,0,0,0
2010-08-03T04:30:16.220000Z,-1.11333,1,0,0,0,0
2010-08-03T04:37:37.260000Z,-0.397,1,1,0,0,0
2010-08-03T04:37:55.440000Z,-0.25851,1,1,0,0,0
2010-08-03T04:38:06.220000Z,-0.62874,1,1,0,0,1
2010-08-03T04:40:57.980000Z,-0.15261,1,1,0,0,0
2010-08-03T05:11:08.670000Z,-0.50073,1,1,0,0,0
2010-08-03T05:19:35.860000Z,-0.49256,1,1,0,0,0
2010-08-03T05:35:37.490000Z,-0.17655,1,1,0,0,0
2010-08-03T05:36:23.150000Z,0.10007,1,1,0,0,0
2010-08-03T05:39:06.220000Z,-0.3988,1,1,0,0,0
2010-08-03T05:41:38.280000Z,-0.4743,1,1,0,0,0
2010-08-03T06:03:17.130000Z,-0.19887,1,1,0,0,0
2010-08-03T06:35:41.230000Z,-0.47106,1,1,0,0,0
2010-08-03T06:43:37.710000Z,-0.13377,1,1,0,0,0
2010-08-03T06:54:02.170000Z,-0.54262,1,1,0,0,0
2010-08-03T07:34:19.590000Z,-0.03889,1,1,0,0,0
2010-08-03T07:40:10.320000Z,-0.5383,1,0,0,0,0
2010-08-03T07:44:42.660000Z,-0.68869,1,1,0,0,1
2010-08-03T07:52:52.870000Z,-0.46441,1,1,0,0,0
2010-08-03T07:54:18.000000Z,-0.38132,1,1,0,0,0
2010-08-03T08:00:02.550000Z,-0.24353,1,1,0,0,0
2010-08-03T08:06:12.970000Z,0.34875,1,1,0,0,0
2010-08-03T08:08:46.600000Z,0.01105,1,1,0,0,1
2010-08-03T08:11:03.470000Z,-0.65348,1,1,0,0,0
2010-08-03T08:21:42.310000Z,-0.26635,1,0,0,0,0
2010-08-03T08:23:52.880000Z,-0.22844,1,1,0,0,0
2010-08-03T08:27:32.920000Z,-1.0123,1,1,0,0,0
2010-08-03T08:31:09.670000Z,-0.3502,1,1,0,0,0
2010-08-03T08:33:23.070000Z,-0.2302,1,1,0,0,0
2010-08-03T09:04:34.590000Z,0.00592,1,0,0,0,0
2010-08-03T09:09:02.430000Z,-0.23923,1,1,0,0,0
2010-08-03T09:09:28.220000Z,0.21756,1,0,0,0,1
2010-08-03T09:11:51.250000Z,-0.87304,1,1,0,0,0
2010-08-03T09:15:42.100000Z,-1.18185,1,1,0,0,0
2010-08-03T09:23:24.840000Z,-0.41938,1,1,0,0,0
2010-08-03T09:39:39.530000Z,-0.56418,1,1,0,0,0
2010-08-03T09:42:07.060000Z,-0.33158,1,1,0,0,1
2010-08-03T09:49:57.610000Z,-0.64241,1,1,0,0,0
2010-08-03T09:55:31.050000Z,-0.42959,1,1,0,0,0
2010-08-03T09:55:59.100000Z,-0.43487,1,1,0,0,0
2010-08-03T09:56:22.490000Z,-0.6643,1,1,0,0,0
2010-08-03T09:56:56.890000Z,0.3603,1,1,0,0,0
2010-08-03T09:59:29.510000Z,-1.19552,1,1,0,0,0
2010-08-03T10:00:33.490000Z,0.0729,1,1,0,0,0
2010-08-03T10:03:38.180000Z,-0.1549,1,1,0,0,1
2010-08-03T10:04:19.690000Z,-0.0073,1,1,0,0,0
2010-08-03T10:05:55.320000Z,0.03801,1,1,0,0,0
2010-08-03T10:06:04.470000Z,-0.17674,1,1,0,0,0
2010-08-03T10:21:07.860000Z,-0.80639,1,1,0,0,0
2010-08-03T10:23:44.950000Z,-0.16824,1,1,0,0,0
2010-08-03T10:28:44.610000Z,-0.1735,1,1,0,0,0
2010-08-03T10:33:12.040000Z,-0.68568,1,1,0,0,0
2010-08-03T10:35:09.920000Z,-0.41359,1,1,0,0,1
2010-08-03T10:35:48.700000Z,-0.0911,1,1,0,0,0
2010-08-03T10:36:34.130000Z,-0.769,1,1,0,0,0
2010-08-03T10:42:18.180000Z,-0.80948,1,1,0,0,0
2010-08-03T10:54:05.710000Z,-0.37812,1,1,0,0,0
2010-08-03T10:57:17.530000Z,-0.15649,1,1,0,0,0
2010-08-03T11:14:05.930000Z,-0.07397,1,1,0,0,0
2010-08-03T11:19:39.790000Z,-0.35556,1,1,0,0,1
2010-08-03T11:19:47.160000Z,-0.10768,1,1,0,0,0
2010-08-03T11:23:59.580000Z,-0.59854,1,1,0,0,1
2010-08-03T11:24:40.480000Z,-0.01983,1,1,0,0,0
2010-08-03T11:31:10.510000Z,-0.23623,1,1,0,0,1
2010-08-03T11:32:59.680000Z,-0.31825,1,1,0,0,0
2010-08-03T11:34:37.620000Z,-0.73529,1,1,0,0,0
2010-08-03T11:37:38.460000Z,-0.33786,1,1,0,0,0
2010-08-03T11:46:38.570000Z,-0.572,1,1,0,0,0
2010-08-03T11:47:43.480000Z,-0.4908,1,1,0,0,0
2010-08-03T11:48:20.950000Z,0.2443,1,1,0,0,0
2010-08-03T11:53:17.960000Z,-0.43505,1,1,0,0,0
2010-08-03T11:56:57.210000Z,0.00073,1,1,0,0,0
2010-08-03T12:09:11.610000Z,-0.07093,1,1,0,0,1
2010-08-03T12:17:34.730000Z,-0.0378,1,1,0,0,0
2010-08-03T12:19:47.290000Z,0.09356,1,1,0,0,1
2010-08-03T12:22:58.300000Z,-0.73151,1,1,0,0,0
2010-08-03T12:27:24.620000Z,-0.67184,1,1,0,0,0
2010-08-03T12:36:20.370000Z,-0.27515,1,1,0,0,0
2010-08-03T12:48:44.890000Z,-0.54305,1,1,0,0,1
2010-08-03T12:51:53.360000Z,0.03991,1,1,0,0,0
2010-08-03T12:53:17.910000Z,-0.36547,1,1,0,0,0
2010-08-03T12:55:23.490000Z,0.36659,1,1,0,0,0
2010-08-03T13:05:55.830000Z,-0.74081,1,1,0,0,0
2010-08-03T13:09:39.790000Z,-0.37043,1,1,0,0,0
2010-08-03T13:18:36.580000Z,-0.51265,1,1,0,0,0
2010-08-03T13:37:10.930000Z,0.03049,1,1,0,0,0
2010-08-03T13:44:23.690000Z,-0.49117,1,1,0,0,0
2010-08-03T13:47:11.700000Z,-0.67698,1,1,0,0,0
2010-08-03T13:48:48.800000Z,-0.48504,1,1,0,0,1
2010-08-03T14:01:34.320000Z,-0.2687,1,1,0,0,0
2010-08-03T14:19:29.930000Z,-0.13496,1,1,0,0,1
2010-08-03T14:19:44.260000Z,-0.02443,1,1,0,0,0
2010-08-03T14:20:18.780000Z,-0.0144,1,1,0,0,0
2010-08-03T14:20:28.900000Z,-0.41349,0,1,0,0,0
2010-08-03T14:22:37.490000Z,-0.11913,1,1,0,0,1
2010-08-03T14:32:06.790000Z,-0.02183,1,0,0,0,0
2010-08-03T14:40:50.370000Z,-0.03018,1,1,0,0,0
2010-08-03T14:40:57.610000Z,-0.06979,1,1,0,0,0
2010-08-03T14:45:02.660000Z,-0.44017,1,1,0,0,0
2010-08-03T14:59:15.970000Z,-0.55312,1,1,0,0,1
2010-08-03T15:00:38.510000Z,-0.19369,1,1,0,0,0
2010-08-03T15:03:26.250000Z,-0.04922,1,1,0,0,0
2010-08-03T15:05:32.280000Z,0.25034,1,0,0,0,0
2010-08-03T15:06:51.100000Z,-0.35244,0,1,0,0,1
2010-08-03T15:07:41.740000Z,-0.19148,1,1,0,0,0
2010-08-03T15:19:24.410000Z,0.15913,1,1,0,0,0
2010-08-03T15:20:29.590000Z,-0.39223,1,1,0,0,1
2010-08-03T15:22:51.270000Z,0.22377,1,1,0,0,0
2010-08-03T15:23:23.100000Z,0.44687,1,1,1,0,0
2010-08-03T15:34:18.860000Z,0.03495,1,1,0,0,1
2010-08-03T15:34:47.450000Z,0.05563,1,1,0,0,0
2010-08-03T15:35:04.500000Z,-0.03528,1,1,0,0,0
2010-08-03T15:35:47.210000Z,-0.1369,1,1,0,0,0
2010-08-03T15:41:32.750000Z,0.8725,1,1,0,0,1
2010-08-03T15:47:36.100000Z,0.01643,0,1,0,0,0
2010-08-03T15:49:25.610000Z,0.3295,1,1,0,0,0
2010-08-03T15:56:44.500000Z,0.38002,1,1,0,0,1
2010-08-03T15:57:16.180000Z,-0.72581,1,1,0,0,0
2010-08-03T15:59:07.330000Z,-0.20189,1,1,0,0,0
2010-08-03T16:02:28.240000Z,0.1214,1,1,0,0,0
2010-08-03T16:03:55.620000Z,-0.87207,1,1,0,0,0
2010-08-03T16:04:03.270000Z,-0.29289,1,1,0,0,0
2010-08-03T16:21:07.000000Z,-0.09384,1,1,0,0,0
2010-08-03T16:36:52.600000Z,-0.03024,1,1,0,0,1
2010-08-03T16:39:27.690000Z,0.0496,1,1,0,0,0
2010-08-03T16:43:32.800000Z,-0.35718,1,1,0,0,0
2010-08-03T16:46:06.100000Z,-0.20072,0,1,0,0,1
2010-08-03T16:47:27.100000Z,-0.05352,1,1,0,0,1
2010-08-03T16:52:54.000000Z,0.08462,1,1,0,0,0
2010-08-03T16:59:57.630000Z,0.02701,1,1,0,0,0
2010-08-03T17:03:27.470000Z,0.8966,1,1,1,0,1
2010-08-03T17:07:32.630000Z,0.06668,1,1,0,0,0
2010-08-03T17:17:11.690000Z,0.29095,1,1,0,0,0
2010-08-03T17:26:23.730000Z,-0.1016,1,1,0,0,1
2010-08-03T17:27:28.420000Z,-0.30602,1,1,0,0,0
2010-08-03T17:47:45.760000Z,-0.27195,1,1,0,0,0
2010-08-03T17:53:14.630000Z,-0.45927,1,1,0,0,0
2010-08-03T17:56:22.910000Z,-0.19767,1,1,0,0,1
2010-08-03T17:57:22.420000Z,-0.0704,1,1,0,0,1
2010-08-03T18:03:38.620000Z,-0.02213,1,1,0,0,0
2010-08-03T18:10:55.730000Z,0.175,1,1,0,0,0
2010-08-03T18:12:21.310000Z,-0.38124,1,1,0,0,1
2010-08-03T18:14:01.730000Z,-0.11865,1,1,0,0,0
2010-08-03T18:15:21.920000Z,-0.45149,1,1,0,0,0
2010-08-03T18:15:55.500000Z,-0.1409,1,1,0,0,0
2010-08-03T18:16:42.440000Z,-0.029,1,1,0,0,1
2010-08-03T18:17:41.570000Z,0.04564,1,1,0,0,0
2010-08-03T18:21:58.250000Z,0.33727,1,1,0,0,0
2010-08-03T18:23:05.960000Z,0.68662,1,1,0,0,1
2010-08-03T18:24:44.030000Z,0.1669,1,1,0,0,0
2010-08-03T18:27:41.770000Z,-0.5686,1,1,0,0,0
2010-08-03T18:28:31.470000Z,-0.85593,1,1,0,0,0
2010-08-03T18:28:39.010000Z,-0.2812,1,1,0,0,0
2010-08-03T18:31:02.440000Z,-0.40258,1,1,0,0,0
2010-08-03T18:32:15.810000Z,0.0345,1,1,0,0,1
2010-08-03T18:36:25.030000Z,1.2045,1,1,1,0,1
2010-08-03T18:39:41.690000Z,-0.65208,1,1,0,0,0
2010-08-03T18:47:07.190000Z,0.2042,1,1,0,0,0
2010-08-03T18:47:44.920000Z,-0.52112,1,1,0,0,0
2010-08-03T18:49:34.110000Z,-0.21302,1,1,0,0,0
2010-08-03T18:50:42.650000Z,-0.83493,1,1,0,0,0
2010-08-03T18:52:49.480000Z,0.5686,1,1,0,0,1
2010-08-03T18:53:48.320000Z,-0.19866,1,1,0,0,0
2010-08-03T19:00:00.490000Z,-0.70216,1,1,0,0,1
2010-08-03T19:05:41.580000Z,-0.44564,1,1,0,0,1
2010-08-03T19:07:25.250000Z,-0.56093,1,1,0,0,0
2010-08-03T19:29:32.670000Z,-0.29753,1,1,0,0,0
2010-08-03T19:30:28.000000Z,-0.22716,0,1,0,0,0
2010-08-03T19:32:34.970000Z,-0.82368,1,1,0,0,1
2010-08-03T19:33:59.610000Z,-0.45193,1,1,0,0,1
2010-08-03T19:36:44.740000Z,-0.04004,1,1,0,0,0
2010-08-03T19:37:31.660000Z,-0.12891,1,1,0,0,0
2010-08-03T19:38:01.520000Z,-0.03142,1,1,0,0,0
2010-08-03T19:39:31.740000Z,-0.71484,1,1,0,0,0
2010-08-03T19:40:21.920000Z,0.10046,1,1,0,0,1
2010-08-03T19:47:56.920000Z,-0.32661,1,1,0,0,1
2010-08-03T19:50:13.720000Z,0.50702,1,1,0,0,1
2010-08-03T19:58:12.430000Z,-0.60089,1,1,0,0,0
2010-08-03T20:17:18.240000Z,-0.19894,1,1,0,0,0
2010-08-03T20:37:07.010000Z,-0.12233,1,1,0,0,0
2010-08-03T21:28:43.350000Z,-0.66912,1,1,0,0,1
2010-08-03T21:52:23.730000Z,-0.43811,1,1,0,0,0
2010-08-03T22:06:37.370000Z,-0.0367,1,1,0,0,0
2010-08-03T22:06:42.060000Z,-0.322,1,1,0,0,0
2010-08-03T22:06:47.000000Z,-0.05392,1,0,0,0,0
2010-08-03T22:09:30.480000Z,-0.55632,1,1,0,0,0
2010-08-03T22:16:48.300000Z,-0.27045,1,1,0,0,0
2010-08-03T22:17:17.380000Z,-0.75683,1,1,0,0,0
2010-08-03T22:47:15.000000Z,0.10563,1,1,0,0,1
2010-08-03T22:56:44.250000Z,0.15291,1,1,0,0,1
2010-08-03T22:58:41.710000Z,-0.44391,1,1,0,0,0
2010-08-03T23:04:05.880000Z,-0.45446,1,1,0,0,1
2010-08-03T23:06:37.680000Z,0.09319,1,1,0,0,1
2010-08-03T23:14:06.170000Z,-0.78123,1,1,0,0,0
2010-08-03T23:18:01.720000Z,-0.35695,1,1,0,0,1
2010-08-03T23:50:26.910000Z,-0.1082,1,1,0,0,0
2010-08-04T00:15:12.400000Z,-0.42417,0,1,0,0,0
2010-08-04T00:16:56.180000Z,-1.00013,1,1,0,0,1
2010-08-04T00:28:40.040000Z,-0.43053,1,1,0,0,1
2010-08-04T00:36:21.420000Z,0.34133,1,1,0,0,1
2010-08-04T00:40:52.850000Z,0.7642,1,1,1,0,1
2010-08-04T00:43:32.490000Z,1.7428,1,1,0,0,1
2010-08-04T01:10:57.010000Z,-0.35958,1,1,0,0,1
2010-08-04T01:15:20.470000Z,-0.46352,1,1,0,0,0
2010-08-04T01:15:55.440000Z,-0.16257,1,1,0,0,0
2010-08-04T01:39:00.450000Z,-0.1351,1,1,0,0,0
2010-08-04T02:21:32.400000Z,-0.21336,1,1,0,0,0
2010-08-04T02:29:28.650000Z,-0.2123,1,1,0,0,1
2010-08-04T02:33:42.590000Z,-0.14217,1,1,0,0,0
2010-08-04T02:35:06.590000Z,-0.98776,1,1,0,0,1
2010-08-04T02:47:39.890000Z,-0.3015,1,1,0,0,0
2010-08-04T02:51:11.890000Z,-0.03665,1,1,0,0,0
2010-08-04T02:54:09.230000Z,-0.87094,1,0,0,0,0
2010-08-04T03:00:54.830000Z,-0.41589,1,1,0,0,1
2010-08-04T03:06:04.040000Z,-0.53337,1,1,0,0,0
2010-08-04T03:28:01.730000Z,-0.24962,1,1,0,0,1
2010-08-04T03:32:54.000000Z,-0.65149,1,1,0,0,0
2010-08-04T03:33:26.290000Z,-0.46197,1,1,0,0,0
2010-08-04T04:12:02.430000Z,-0.58416,1,1,0,0,0
2010-08-04T04:59:50.090000Z,-0.17697,1,1,0,0,0
2010-08-04T05:21:37.040000Z,-0.13778,1,1,0,0,0
2010-08-04T05:33:38.180000Z,-0.24488,1,1,0,0,0
2010-08-04T05:34:49.820000Z,-0.13957,1,1,0,0,0
2010-08-04T05:35:53.920000Z,-0.6857,1,0,0,0,0
2010-08-04T05:51:25.590000Z,-0.26968,1,1,0,0,0
2010-08-04T06:10:57.370000Z,0.6452,1,1,0,0,0
2010-08-04T06:11:47.950000Z,-0.76634,1,1,0,0,1
2010-08-04T06:21:55.410000Z,-0.66922,1,1,0,0,0
2010-08-04T06:24:33.770000Z,-0.18108,1,1,0,0,1
2010-08-04T06:30:41.220000Z,-0.65602,1,1,0,0,0
2010-08-04T06:40:20.180000Z,-0.48032,1,1,0,0,0
2010-08-04T06:49:43.570000Z,-0.37272,1,1,0,0,0
2010-08-04T06:55:53.640000Z,-0.54146,1,1,0,0,0
2010-08-04T07:01:35.120000Z,-0.58897,1,1,0,0,0
2010-08-04T07:19:24.860000Z,-0.06285,1,1,0,0,0
2010-08-04T07:24:08.520000Z,0.0462,1,1,0,0,1
2010-08-04T07:36:30.980000Z,-0.35826,1,1,0,0,0
2010-08-04T08:01:07.450000Z,-0.5166,1,1,0,0,0
2010-08-04T08:35:46.390000Z,0.24399,1,1,0,0,0
2010-08-04T08:49:41.710000Z,-0.92223,1,1,0,0,0
2010-08-04T08:51:28.640000Z,-0.59797,1,1,0,0,0
2010-08-04T09:03:49.940000Z,0.19861,1,1,0,0,0
2010-08-04T09:24:16.680000Z,-0.45556,1,1,0,0,0
2010-08-04T09:27:52.430000Z,-0.2368,1,1,0,0,0
2010-08-04T10:33:38.100000Z,-0.34036,1,1,0,0,1
2010-08-04T10:43:53.680000Z,-0.7042,1,1,0,0,0
2010-08-04T10:47:54.750000Z,-0.19378,1,1,0,0,0
