detection_time,magnitude,Houang&Beroza_(TM),Yoon_(FAST),Horton_(STA/LTA),Ogwary_(STA/LTA),Mousavi_(CRED)
2010-08-04T11:06:48.680000Z,-0.42704,1,1,0,0,0
2010-08-04T11:26:03.910000Z,0.19987,1,0,0,0,1
2010-08-04T12:48:10.900000Z,0.36448,1,1,0,0,1
2010-08-04T13:00:54.520000Z,-0.30906,1,1,0,0,0
2010-08-04T13:02:02.440000Z,0.22342,1,0,0,0,0
2010-08-04T13:42:00.140000Z,-0.2404,1,1,0,0,0
2010-08-04T14:13:01.520000Z,0.14674,1,1,0,0,0
2010-08-04T14:28:24.040000Z,0.29151,1,1,0,0,0
2010-08-04T14:38:27.530000Z,-0.23266,1,1,0,0,0
2010-08-04T14:49:22.110000Z,-0.0622,1,1,0,0,0
2010-08-04T14:56:39.440000Z,1.1104,1,1,0,0,1
2010-08-04T14:58:23.850000Z,0.5004,1,1,0,0,0
2010-08-04T15:06:05.110000Z,-0.44546,1,1,0,0,0
2010-08-04T15:06:19.640000Z,-0.06372,1,1,0,0,0
2010-08-04T15:22:04.050000Z,0.0183,1,1,0,0,1
2010-08-04T15:26:47.150000Z,-0.45265,1,1,0,0,1
2010-08-04T16:21:08.080000Z,-0.82211,1,1,0,0,0
2010-08-04T16:39:15.210000Z,0.9673,1,1,0,0,1
2010-08-04T16:44:23.880000Z,0.09132,1,1,0,0,0
2010-08-04T16:45:49.120000Z,0.1995,1,1,0,0,0
2010-08-04T16:48:10.700000Z,-0.1516,1,1,0,0,0
2010-08-04T16:52:51.660000Z,1.6144,1,1,0,0,1
2010-08-04T16:52:56.740000Z,1.2428,1,1,0,0,0
2010-08-04T16:54:20.300000Z,0.39001,1,1,0,0,0
2010-08-04T16:54:55.340000Z,0.0234,1,1,0,0,1
2010-08-04T16:57:47.510000Z,0.14548,1,1,0,0,1
2010-08-04T16:59:30.100000Z,0.13206,0,1,0,0,1
2010-08-04T17:02:16.250000Z,-0.62837,1,1,0,0,1
2010-08-04T17:15:45.760000Z,0.3842,1,1,0,0,1
2010-08-04T17:16:43.300000Z,-0.17374,0,1,0,0,0
2010-08-04T17:17:47.380000Z,-0.32855,1,0,0,0,1
2010-08-04T17:22:27.840000Z,0.10231,1,0,0,0,0
2010-08-04T17:35:48.640000Z,0.00012,1,1,0,0,0
2010-08-04T17:39:29.530000Z,0.65268,1,1,0,0,1
2010-08-04T17:45:28.200000Z,-1.1188,1,0,0,0,0
2010-08-04T17:59:31.180000Z,0.23472,1,1,0,0,1
2010-08-04T18:01:20.610000Z,-1.10084,1,0,0,0,0
2010-08-04T18:04:06.430000Z,-0.33565,1,1,0,0,0
2010-08-04T18:04:43.600000Z,-0.29522,1,1,0,0,0
2010-08-04T18:17:48.480000Z,-0.06231,1,1,0,0,1
2010-08-04T18:18:00.670000Z,-0.19599,1,1,0,0,0
2010-08-04T18:19:02.690000Z,0.66408,1,1,0,0,0
2010-08-04T18:25:34.390000Z,-0.24621,1,1,0,0,0
2010-08-04T18:36:08.800000Z,-0.30771,0,1,0,0,0
2010-08-04T18:41:59.970000Z,-0.20947,1,1,0,0,0
2010-08-04T18:45:01.990000Z,0.01243,1,1,0,0,0
2010-08-04T18:52:14.260000Z,-0.1794,1,1,0,0,0
2010-08-04T18:54:06.080000Z,-0.15794,1,1,0,0,0
2010-08-04T18:54:26.470000Z,-0.49534,1,0,0,0,0
2010-08-04T18:55:44.220000Z,-0.26854,1,1,0,0,1
2010-08-04T18:56:24.900000Z,0.17057,1,1,0,0,0
2010-08-04T18:57:44.010000Z,0.30005,1,1,0,0,0
2010-08-04T18:59:20.180000Z,-0.15797,1,1,0,0,1
2010-08-04T19:04:45.440000Z,-0.84225,1,1,0,0,0
2010-08-04T19:06:04.970000Z,-0.13329,1,1,0,0,0
2010-08-04T19:10:18.200000Z,-0.13448,1,1,0,0,1
2010-08-04T19:19:07.470000Z,-0.32928,1,0,0,0,0
2010-08-04T19:21:46.600000Z,-0.39763,0,1,0,0,0
2010-08-04T19:24:38.500000Z,-0.01471,1,1,0,0,0
2010-08-04T19:28:48.720000Z,-0.3377,1,1,0,0,1
2010-08-04T19:29:53.760000Z,0.07462,1,1,0,0,1
2010-08-04T19:33:23.970000Z,-0.35968,1,1,0,0,1
2010-08-04T19:36:27.280000Z,2.1032,1,1,0,1,1
2010-08-04T19:38:23.850000Z,-0.34973,1,0,0,0,0
2010-08-04T19:41:13.360000Z,0.0524,1,1,0,0,0
2010-08-04T19:41:36.220000Z,-0.15038,1,1,0,0,0
2010-08-04T19:42:30.500000Z,0.11741,1,1,0,0,0
2010-08-04T19:43:04.710000Z,-0.1971,1,1,0,0,0
2010-08-04T19:43:33.960000Z,-0.33208,1,1,0,0,0
2010-08-04T19:44:08.010000Z,-0.1398,1,1,0,0,0
2010-08-04T19:51:10.880000Z,-0.14302,1,1,0,0,0
2010-08-04T19:51:19.330000Z,-0.18647,1,0,0,0,0
2010-08-04T19:51:42.280000Z,0.07774,1,1,0,0,0
2010-08-04T19:51:47.930000Z,-0.14249,1,1,0,0,0
2010-08-04T19:51:52.930000Z,0.51067,1,1,0,0,0
2010-08-04T19:55:24.870000Z,0.01974,1,1,0,0,0
2010-08-04T19:58:24.950000Z,0.27011,1,1,0,0,1
2010-08-04T20:01:24.080000Z,-0.23482,1,1,0,0,0
2010-08-04T20:10:49.720000Z,-0.07228,1,1,0,0,1
2010-08-04T20:11:53.290000Z,-0.32672,1,1,0,0,0
2010-08-04T20:14:28.910000Z,-0.27938,1,0,0,0,0
2010-08-04T20:15:01.640000Z,0.3058,1,1,0,0,0
2010-08-04T20:16:48.280000Z,-0.5007,1,0,0,0,0
2010-08-04T20:20:25.000000Z,0.20947,1,1,0,0,1
2010-08-04T20:33:10.240000Z,-0.13724,1,1,0,0,0
2010-08-04T20:34:42.800000Z,-0.03178,1,1,0,0,0
2010-08-04T20:39:58.380000Z,-0.40394,1,1,0,0,0
2010-08-04T20:41:47.670000Z,0.4657,1,1,0,0,1
2010-08-04T20:42:26.920000Z,-0.18079,1,1,0,0,0
2010-08-04T20:43:26.760000Z,-0.15739,1,0,0,0,0
2010-08-04T20:44:54.940000Z,-0.24352,1,1,0,0,1
2010-08-04T20:45:57.490000Z,0.96579,1,1,0,0,1
2010-08-04T20:50:33.020000Z,-0.26945,1,1,0,0,1
2010-08-04T20:59:03.210000Z,-0.27259,1,1,0,0,0
2010-08-04T21:07:03.800000Z,-0.03731,1,1,0,0,0
2010-08-04T21:12:14.840000Z,-0.38673,1,1,0,0,0
2010-08-04T21:16:44.740000Z,0.18981,1,0,0,0,0
2010-08-04T21:17:03.690000Z,-0.21623,1,1,0,0,0
2010-08-04T21:18:59.380000Z,0.7161,1,1,0,0,1
2010-08-04T21:20:08.310000Z,-0.39804,1,1,0,0,0
2010-08-04T21:27:30.990000Z,0.11756,1,1,0,0,1
2010-08-04T21:27:53.860000Z,-0.37357,1,1,0,0,0
2010-08-04T21:29:01.810000Z,-0.2168,1,1,0,0,0
2010-08-04T21:35:05.810000Z,-0.33786,1,1,0,0,0
2010-08-04T21:36:18.940000Z,-0.07906,1,1,0,0,1
2010-08-04T21:38:07.510000Z,0.1681,1,1,0,0,1
2010-08-04T21:40:36.110000Z,-0.45976,1,1,0,0,0
2010-08-04T21:42:06.500000Z,0.155,1,1,0,0,0
2010-08-04T21:45:20.140000Z,0.3963,1,1,0,0,1
2010-08-04T21:47:52.070000Z,0.00127,1,1,0,0,1
2010-08-04T21:50:48.570000Z,-0.1001,1,1,0,0,0
2010-08-04T22:03:33.660000Z,0.07773,1,1,0,0,0
2010-08-04T22:06:34.010000Z,-0.30799,1,0,0,0,0
2010-08-04T22:06:44.990000Z,0.55579,1,1,0,0,0
2010-08-04T22:07:38.630000Z,-0.22128,1,1,0,0,0
2010-08-04T22:09:05.630000Z,0.0503,1,1,0,0,0
2010-08-04T22:09:54.750000Z,0.0168,1,1,0,0,0
2010-08-04T22:09:59.060000Z,-0.77642,1,0,0,0,0
2010-08-04T22:13:05.350000Z,-0.16752,1,1,0,0,0
2010-08-04T22:13:14.610000Z,0.01435,1,0,0,0,0
2010-08-04T22:13:24.200000Z,-0.01673,1,1,0,0,1
2010-08-04T22:17:54.850000Z,-0.21341,1,1,0,0,0
2010-08-04T22:19:31.690000Z,-0.30011,1,1,0,0,0
2010-08-04T22:22:00.620000Z,-0.09611,1,1,0,0,0
2010-08-04T22:24:03.660000Z,-0.60634,1,1,0,0,1
2010-08-04T22:26:21.090000Z,-0.1641,1,1,0,0,1
2010-08-04T22:27:24.960000Z,0.03471,1,1,0,0,0
2010-08-04T22:35:19.720000Z,0.2942,1,1,0,0,0
2010-08-04T22:38:24.230000Z,0.7333,1,1,0,0,1
2010-08-04T22:44:24.000000Z,0.15909,1,1,0,0,0
2010-08-04T22:46:00.320000Z,-0.4957,1,1,0,0,1
2010-08-04T22:46:09.380000Z,-0.28507,1,1,0,0,0
2010-08-04T22:53:40.720000Z,-0.49129,1,1,0,0,1
2010-08-04T22:55:23.780000Z,-0.66107,1,0,0,0,1
2010-08-04T22:56:02.810000Z,0.12016,1,1,0,0,0
2010-08-04T22:58:13.250000Z,0.1878,1,1,0,0,0
2010-08-04T22:58:39.500000Z,0.4091,1,1,0,0,0
2010-08-04T22:59:16.980000Z,-0.40612,1,1,0,0,0
2010-08-04T23:00:28.600000Z,-0.25748,1,1,0,0,0
2010-08-04T23:06:04.350000Z,0.1129,1,1,0,0,0
2010-08-04T23:06:50.000000Z,-0.14397,1,1,0,0,0
2010-08-04T23:07:20.140000Z,-0.33048,1,1,0,0,0
2010-08-04T23:12:13.230000Z,-0.03123,1,1,0,0,0
2010-08-04T23:15:05.950000Z,0.0854,1,1,0,0,0
2010-08-04T23:27:34.660000Z,0.6047,1,1,0,0,0
2010-08-04T23:28:29.490000Z,-0.39326,1,1,0,0,0
2010-08-04T23:33:59.450000Z,0.0469,1,1,0,0,0
2010-08-04T23:34:31.110000Z,0.23765,1,1,0,0,0
2010-08-04T23:35:16.830000Z,0.03648,1,1,0,0,1
2010-08-04T23:38:25.360000Z,-0.15669,1,1,0,0,1
2010-08-04T23:44:17.640000Z,-0.48984,1,1,0,0,0
2010-08-04T23:55:36.790000Z,0.2773,1,1,0,0,0
2010-08-05T00:05:34.990000Z,0.4044,1,1,0,0,1
2010-08-05T00:05:40.230000Z,1.07697,1,1,0,0,0
2010-08-05T00:19:52.470000Z,-0.07033,1,1,0,0,0
2010-08-05T00:25:49.970000Z,-0.61507,1,1,0,0,0
2010-08-05T00:27:06.350000Z,-0.36724,1,1,0,0,0
2010-08-05T00:32:59.450000Z,0.18514,1,1,0,0,1
2010-08-05T00:39:41.670000Z,-0.25744,1,1,0,0,0
2010-08-05T00:40:20.610000Z,0.06736,1,1,0,0,0
2010-08-05T00:42:43.540000Z,0.03284,1,1,0,0,0
2010-08-05T00:43:47.910000Z,-0.71264,1,0,0,0,0
2010-08-05T00:43:53.000000Z,-0.43171,1,1,0,0,0
2010-08-05T00:45:20.880000Z,-0.22752,1,1,0,0,0
2010-08-05T00:46:36.100000Z,-0.3304,1,1,0,0,0
2010-08-05T00:52:24.650000Z,-0.51852,1,1,0,0,0
2010-08-05T00:59:14.470000Z,-0.49241,1,1,0,0,0
2010-08-05T01:07:56.890000Z,-0.20756,1,1,0,0,0
2010-08-05T01:12:13.320000Z,-0.24163,1,1,0,0,0
2010-08-05T01:12:43.960000Z,-0.22645,1,1,0,0,0
2010-08-05T01:28:56.560000Z,-0.18338,1,1,0,0,1
2010-08-05T01:31:32.770000Z,-0.32505,1,1,0,0,0
2010-08-05T01:33:22.090000Z,0.2696,1,1,0,0,1
2010-08-05T01:43:58.180000Z,-0.28556,1,1,0,0,0
2010-08-05T01:52:12.250000Z,-0.20893,1,1,0,0,0
2010-08-05T01:54:04.010000Z,0.33341,1,1,0,0,0
2010-08-05T01:56:36.730000Z,0.25709,1,1,0,0,0
2010-08-05T02:05:43.530000Z,-0.57713,1,1,0,0,0
2010-08-05T02:07:47.120000Z,-0.37809,1,0,0,0,1
2010-08-05T02:08:24.410000Z,-0.3271,1,1,0,0,0
2010-08-05T02:13:52.120000Z,0.57613,1,1,0,0,0
2010-08-05T02:14:43.690000Z,0.37123,1,1,0,0,0
2010-08-05T02:17:37.350000Z,-0.44274,1,1,0,0,0
2010-08-05T02:28:32.550000Z,-0.20303,1,0,0,0,1
2010-08-05T02:34:51.850000Z,0.39032,1,1,0,0,1
2010-08-05T02:36:31.460000Z,-0.02289,1,1,0,0,0
2010-08-05T02:37:44.630000Z,-0.17133,1,1,0,0,0
2010-08-05T02:40:25.840000Z,-0.85778,1,1,0,0,0
2010-08-05T02:42:31.260000Z,-0.13697,1,1,0,0,0
2010-08-05T02:47:28.740000Z,-0.0742,1,1,0,0,0
2010-08-05T02:52:45.840000Z,0.0078,1,0,0,0,1
2010-08-05T02:55:44.970000Z,-0.02484,1,1,0,0,1
2010-08-05T03:00:50.060000Z,-0.63314,1,1,0,0,0
2010-08-05T03:01:02.750000Z,0.1638,1,1,0,0,1
2010-08-05T03:01:12.170000Z,-0.28401,1,1,0,0,0
2010-08-05T03:17:23.620000Z,-0.42659,1,0,0,0,0
2010-08-05T03:17:25.490000Z,-0.42659,1,1,0,0,0
2010-08-05T03:19:38.810000Z,-0.39256,1,1,0,0,0
2010-08-05T03:20:21.250000Z,-0.03287,1,1,0,0,0
2010-08-05T03:22:31.340000Z,0.0832,1,1,0,0,0
2010-08-05T03:23:57.520000Z,-0.25376,1,1,0,0,0
2010-08-05T03:27:13.060000Z,-0.19938,1,1,0,0,0
2010-08-05T03:28:05.370000Z,0.71837,1,1,0,0,1
2010-08-05T03:33:21.410000Z,-0.43785,1,1,0,0,0
2010-08-05T03:41:08.280000Z,-0.25874,1,1,0,0,0
2010-08-05T03:42:28.600000Z,-0.61174,0,1,0,0,0
2010-08-05T03:45:36.350000Z,-0.03274,1,1,0,0,0
2010-08-05T03:46:38.150000Z,-0.41028,1,1,0,0,0
2010-08-05T03:49:09.120000Z,0.5381,1,1,0,0,0
2010-08-05T03:56:57.480000Z,-0.59205,1,1,0,0,0
2010-08-05T04:11:45.390000Z,-0.00543,1,1,0,0,0
2010-08-05T04:13:01.320000Z,-0.26453,1,1,0,0,0
2010-08-05T04:14:23.570000Z,0.14753,1,1,0,0,0
2010-08-05T04:18:36.540000Z,-0.44913,1,1,0,0,0
2010-08-05T04:20:30.180000Z,-0.11925,1,1,0,0,1
2010-08-05T04:20:33.800000Z,-0.30785,1,0,0,0,0
2010-08-05T04:26:07.080000Z,-0.23631,1,1,0,0,0
2010-08-05T04:29:50.180000Z,-0.35257,1,1,0,0,0
2010-08-05T04:32:55.450000Z,-0.44653,1,0,0,0,0
2010-08-05T04:33:33.920000Z,-0.76406,1,1,0,0,0
2010-08-05T04:37:00.880000Z,-0.21648,1,1,0,0,1
2010-08-05T04:43:14.830000Z,-0.19492,1,1,0,0,0
2010-08-05T04:49:25.670000Z,0.29515,1,1,0,0,1
2010-08-05T04:59:53.240000Z,-0.42938,1,1,0,0,0
2010-08-05T05:01:01.280000Z,-0.06426,1,1,0,0,0
2010-08-05T05:01:55.100000Z,-0.8963,1,1,0,0,0
2010-08-05T05:13:39.850000Z,-0.03958,1,1,0,0,0
2010-08-05T05:20:32.420000Z,-0.11074,1,1,0,0,0
2010-08-05T05:27:18.460000Z,-0.41228,1,1,0,0,0
2010-08-05T05:29:59.550000Z,0.3492,1,1,0,0,1
2010-08-05T05:39:11.290000Z,-0.243,1,1,0,0,0
2010-08-05T05:41:00.540000Z,0.34401,1,1,0,0,1
2010-08-05T05:43:33.940000Z,0.19335,1,1,0,0,0
2010-08-05T05:44:28.920000Z,-0.10342,1,1,0,0,0
2010-08-05T05:44:47.310000Z,-0.53638,1,1,0,0,0
2010-08-05T05:48:47.930000Z,-0.0646,1,1,0,0,0
2010-08-05T05:49:14.660000Z,0.03427,1,1,0,0,0
2010-08-05T05:49:25.190000Z,-0.15939,1,1,0,0,0
2010-08-05T05:52:16.840000Z,0.0777,1,1,0,0,0
2010-08-05T05:53:06.090000Z,-0.38532,1,1,0,0,0
2010-08-05T05:54:17.060000Z,-0.1669,1,1,0,0,0
2010-08-05T05:58:19.820000Z,-0.14159,1,1,0,0,0
2010-08-05T06:04:17.590000Z,-0.96593,1,1,0,0,0
2010-08-05T06:09:18.590000Z,-0.0216,1,1,0,0,0
2010-08-05T06:11:34.830000Z,-0.46134,1,1,0,0,1
2010-08-05T06:13:40.140000Z,-0.07031,1,1,0,0,0
2010-08-05T06:13:45.130000Z,0.19365,1,1,0,0,0
2010-08-05T06:14:17.120000Z,-0.11525,1,1,0,0,0
2010-08-05T06:14:47.880000Z,-0.08383,1,1,0,0,0
2010-08-05T06:15:23.810000Z,-0.55737,1,1,0,0,0
2010-08-05T06:22:14.640000Z,-0.48033,1,1,0,0,0
2010-08-05T06:23:23.550000Z,-0.73058,1,1,0,0,0
2010-08-05T06:25:57.890000Z,0.0385,1,1,0,0,0
2010-08-05T06:26:48.230000Z,-0.65515,1,1,0,0,0
2010-08-05T06:33:20.130000Z,-0.53149,1,1,0,0,0
2010-08-05T06:34:54.140000Z,-0.56113,1,1,0,0,0
2010-08-05T06:35:26.650000Z,-0.4096,1,1,0,0,0
2010-08-05T06:35:58.520000Z,0.23491,1,1,0,0,0
2010-08-05T06:38:38.340000Z,0.23162,1,1,0,0,0
2010-08-05T06:39:42.590000Z,0.4103,1,1,0,0,0
2010-08-05T06:48:33.700000Z,0.49058,1,0,0,0,1
2010-08-05T06:50:34.940000Z,-0.3464,1,1,0,0,0
2010-08-05T06:50:38.210000Z,-0.01003,1,0,0,0,0
2010-08-05T06:51:27.150000Z,-0.3058,1,1,0,0,0
2010-08-05T06:52:31.200000Z,-0.08278,1,1,0,0,0
2010-08-05T06:54:09.680000Z,-0.57789,1,1,0,0,0
2010-08-05T06:54:29.380000Z,-0.58237,1,1,0,0,0
2010-08-05T06:54:35.950000Z,-0.80792,1,1,0,0,0
2010-08-05T06:54:40.280000Z,-0.41256,1,1,0,0,0
2010-08-05T06:54:44.460000Z,-0.20903,1,1,0,0,0
2010-08-05T06:56:05.200000Z,-0.41349,1,1,0,0,0
2010-08-05T06:56:08.190000Z,-0.87534,1,0,0,0,0
2010-08-05T07:01:49.680000Z,-0.3596,1,1,0,0,0
2010-08-05T07:02:45.020000Z,-0.15634,1,1,0,0,0
2010-08-05T07:04:00.750000Z,-0.08189,1,1,0,0,0
2010-08-05T07:05:14.800000Z,0.04658,1,1,0,0,0
2010-08-05T07:11:52.500000Z,-0.23573,1,1,0,0,0
2010-08-05T07:12:14.330000Z,-0.23173,1,1,0,0,0
2010-08-05T07:17:10.840000Z,0.32974,1,1,0,0,0
2010-08-05T07:18:11.350000Z,-0.93674,1,1,0,0,0
2010-08-05T07:19:06.170000Z,-0.3722,1,1,0,0,1
2010-08-05T07:21:15.020000Z,-0.41586,1,1,0,0,0
2010-08-05T07:22:54.700000Z,-0.96617,1,1,0,0,0
2010-08-05T07:24:16.030000Z,-1.01493,1,0,0,0,0
2010-08-05T07:26:49.670000Z,-0.48462,1,1,0,0,1
2010-08-05T07:29:11.200000Z,-0.25577,1,1,0,0,0
2010-08-05T07:38:06.450000Z,-0.10202,1,1,0,0,1
2010-08-05T07:51:39.590000Z,-0.36447,1,1,0,0,0
2010-08-05T07:53:32.610000Z,0.1685,1,1,0,0,1
2010-08-05T07:53:48.310000Z,-1.30785,1,1,0,0,0
2010-08-05T07:55:06.000000Z,-0.3086,1,1,0,0,0
2010-08-05T07:56:07.300000Z,-1.02217,1,0,0,0,0
2010-08-05T07:57:41.860000Z,-0.24302,1,1,0,0,0
2010-08-05T08:01:11.200000Z,-0.5736,1,1,0,0,0
2010-08-05T08:07:40.380000Z,-0.06927,1,1,0,0,0
2010-08-05T08:07:58.270000Z,-0.29557,1,1,0,0,0
2010-08-05T08:13:16.550000Z,-0.0848,1,1,0,0,0
2010-08-05T08:15:10.860000Z,-0.59212,1,1,0,0,1
2010-08-05T08:21:01.930000Z,0.08952,1,1,0,0,0
2010-08-05T08:21:36.880000Z,-0.50389,1,1,0,0,0
2010-08-05T08:23:43.710000Z,0.08018,1,1,0,0,0
2010-08-05T08:33:08.330000Z,0.145,1,1,0,0,0
2010-08-05T08:39:09.960000Z,0.30833,1,1,0,0,0
2010-08-05T08:43:12.570000Z,0.13041,1,0,0,0,0
2010-08-05T08:46:39.390000Z,-0.0213,1,1,0,0,0
2010-08-05T08:54:20.130000Z,-0.03308,1,1,0,0,0
2010-08-05T09:00:14.290000Z,0.6942,1,1,0,0,1
2010-08-05T09:01:15.030000Z,-0.26372,1,1,0,0,0
2010-08-05T09:02:09.670000Z,-0.53219,1,1,0,0,0
2010-08-05T09:03:25.950000Z,-0.24672,1,1,0,0,0
2010-08-05T09:04:50.240000Z,-0.28491,1,1,0,0,0
2010-08-05T09:07:37.140000Z,-0.5678,1,1,0,0,0
2010-08-05T09:10:28.560000Z,-1.1978,1,1,0,0,0
2010-08-05T09:11:03.310000Z,-1.22494,1,0,0,0,0
2010-08-05T09:11:11.930000Z,-0.54146,1,1,0,0,0
2010-08-05T09:12:07.990000Z,0.18091,1,1,0,0,0
2010-08-05T09:19:38.020000Z,-0.2334,1,1,0,0,0
2010-08-05T09:22:29.350000Z,-0.17533,1,1,0,0,0
2010-08-05T09:27:46.920000Z,-0.0775,1,1,0,0,0
2010-08-05T09:31:47.840000Z,-0.78202,1,1,0,0,0
2010-08-05T09:35:33.670000Z,-0.52638,1,1,0,0,0
2010-08-05T09:39:53.080000Z,-0.5208,1,1,0,0,0
2010-08-05T09:41:03.950000Z,-0.25898,1,1,0,0,0
2010-08-05T09:45:57.310000Z,-0.53412,1,1,0,0,0
2010-08-05T09:51:09.440000Z,0.05076,1,1,0,0,0
2010-08-05T09:55:49.610000Z,-0.96722,1,1,0,0,1
2010-08-05T09:56:38.000000Z,0.00364,1,1,0,0,0
2010-08-05T10:03:52.670000Z,-0.53707,1,1,0,0,0
2010-08-05T10:13:54.560000Z,2.1497,1,0,0,1,1
2010-08-05T10:14:54.230000Z,0.69,1,0,0,0,0
2010-08-05T10:15:08.540000Z,1.4894,1,0,0,0,1
2010-08-05T10:22:53.940000Z,-0.16828,1,1,0,0,0
2010-08-05T10:25:47.120000Z,-0.40929,1,1,0,0,0
2010-08-05T10:31:25.170000Z,0.0401,1,1,0,0,0
2010-08-05T10:32:01.970000Z,-0.27331,1,1,0,0,0
2010-08-05T10:55:22.990000Z,-1.13138,1,1,0,0,0
2010-08-05T10:57:34.010000Z,-0.45881,1,1,0,0,0
2010-08-05T11:04:38.140000Z,-0.15088,1,1,0,0,1
2010-08-05T11:09:35.980000Z,0.6414,1,1,0,0,1
2010-08-05T11:17:56.830000Z,-0.3269,1,1,0,0,0
2010-08-05T11:22:06.940000Z,-0.191,1,1,0,0,0
2010-08-05T11:45:01.700000Z,-0.26039,1,1,0,0,0
2010-08-05T11:46:00.610000Z,0.05358,1,1,0,0,0
2010-08-05T11:47:56.550000Z,-0.6376,1,1,0,0,0
2010-08-05T11:50:07.240000Z,-0.42312,1,1,0,0,0
2010-08-05T12:27:23.340000Z,-0.41232,1,1,0,0,0
2010-08-05T12:28:07.390000Z,-0.41755,1,1,0,0,1
2010-08-05T12:29:24.930000Z,-0.23872,1,1,0,0,1
2010-08-05T12:30:54.660000Z,-0.22413,1,1,0,0,0
2010-08-05T12:31:14.440000Z,-0.0618,1,1,0,0,0
2010-08-05T12:35:52.150000Z,-0.08454,1,1,0,0,1
2010-08-05T12:55:52.610000Z,0.04402,1,1,0,0,0
2010-08-05T12:57:21.540000Z,0.01534,1,1,0,0,1
2010-08-05T13:00:19.080000Z,-0.33642,1,1,0,0,0
2010-08-05T13:01:14.020000Z,-0.0146,1,1,0,0,0
2010-08-05T13:03:01.640000Z,-0.0027,1,1,0,0,0
2010-08-05T13:05:52.110000Z,-0.43373,1,1,0,0,1
2010-08-05T13:05:57.450000Z,0.13821,1,1,0,0,0
2010-08-05T13:22:44.830000Z,-0.22185,1,1,0,0,0
2010-08-05T13:23:11.940000Z,0.4241,1,1,0,0,0
2010-08-05T13:24:17.440000Z,0.06525,1,1,0,0,1
2010-08-05T13:28:25.060000Z,0.28945,1,1,0,0,1
2010-08-05T13:32:58.180000Z,0.11285,1,1,0,0,0
2010-08-05T13:35:09.800000Z,0.06991,1,1,0,0,1
2010-08-05T13:35:14.730000Z,-0.29198,1,1,0,0,0
2010-08-05T13:41:46.660000Z,-0.23603,1,1,0,0,0
2010-08-05T13:42:16.410000Z,-0.79642,1,1,0,0,0
2010-08-05T13:50:21.330000Z,-0.0465,1,1,0,0,1
2010-08-05T13:50:33.560000Z,0.5796,1,1,0,0,0
2010-08-05T13:53:24.040000Z,-0.0006,1,1,0,0,0
2010-08-05T13:53:32.700000Z,0.00017,1,1,0,0,0
2010-08-05T13:55:06.300000Z,1.6221,1,1,1,0,1
2010-08-05T13:55:11.440000Z,0.98814,1,0,0,0,0
2010-08-05T13:57:23.230000Z,-0.23877,1,1,0,0,0
2010-08-05T14:00:01.090000Z,-0.0951,1,1,0,0,0
2010-08-05T14:01:47.490000Z,-0.2468,1,1,0,0,1
2010-08-05T14:02:14.290000Z,-0.22758,1,1,0,0,0
2010-08-05T14:04:58.220000Z,0.02791,1,1,0,0,0
2010-08-05T14:10:00.150000Z,-1.00396,1,1,0,0,0
2010-08-05T14:11:19.520000Z,-0.0331,1,1,0,0,0
2010-08-05T14:14:59.000000Z,0.21097,1,1,0,0,0
2010-08-05T14:16:07.030000Z,-0.23444,1,1,0,0,0
2010-08-05T14:17:50.770000Z,1.1746,1,1,0,0,1
2010-08-05T14:19:16.900000Z,-0.23907,1,1,0,0,0
2010-08-05T14:20:09.320000Z,0.24217,1,1,0,0,1
2010-08-05T14:20:12.700000Z,-0.18992,1,0,0,0,0
2010-08-05T14:20:39.910000Z,-0.4305,1,1,0,0,0
2010-08-05T14:20:43.960000Z,0.0144,1,1,0,0,0
2010-08-05T14:22:08.900000Z,0.4574,1,1,0,0,1
2010-08-05T14:23:19.840000Z,-0.22727,1,1,0,0,1
2010-08-05T14:23:42.240000Z,-0.18194,1,1,0,0,0
2010-08-05T14:25:10.750000Z,1.1153,1,1,0,0,1
2010-08-05T14:26:59.520000Z,0.7951,1,1,0,0,0
2010-08-05T14:27:40.450000Z,0.5598,1,1,0,0,1
2010-08-05T14:30:16.170000Z,-0.08315,1,1,0,0,1
2010-08-05T14:30:48.310000Z,0.7314,1,1,0,0,0
2010-08-05T14:32:26.880000Z,-0.10768,1,1,0,0,1
2010-08-05T14:32:53.020000Z,-0.1855,1,1,0,0,0
2010-08-05T14:33:19.810000Z,0.50972,1,1,0,0,0
2010-08-05T14:33:54.650000Z,0.25626,1,1,0,0,0
2010-08-05T14:36:17.940000Z,-0.41232,1,1,0,0,1
2010-08-05T14:37:07.010000Z,-0.1877,1,1,0,0,0
2010-08-05T14:39:22.930000Z,0.4978,1,1,0,0,0
2010-08-05T14:40:25.010000Z,-0.31153,1,1,0,0,0
2010-08-05T14:40:55.290000Z,0.41349,1,1,0,0,0
2010-08-05T14:41:24.110000Z,-0.43051,1,0,0,0,0
2010-08-05T14:41:45.050000Z,0.38992,1,1,0,0,0
2010-08-05T14:42:02.030000Z,-0.61324,1,0,0,0,0
2010-08-05T14:42:18.040000Z,0.09142,1,1,0,0,0
2010-08-05T14:42:23.540000Z,-0.80321,1,0,0,0,0
2010-08-05T14:45:41.130000Z,0.4903,1,1,0,0,1
2010-08-05T14:46:34.950000Z,0.0515,1,1,0,0,0
2010-08-05T14:46:52.280000Z,-0.14553,1,1,0,0,0
